Aarón Irízar López|Alejandro Tello Cristerna|0.90159767610748
Aarón Irízar López|Ana Lilia Herrera Anzaldo|0.9595739530380053
Aarón Irízar López|Angélica del Rosario Araujo Lara|0.9432340837569596
Aarón Irízar López|Arely Gómez González|0.8783587509077705
Aarón Irízar López|Armando  Neyra Chávez|0.901355603969983
Aarón Irízar López|Arturo Zamora Jiménez|0.9245945291696925
Aarón Irízar López|Blanca María del Socorro Alcalá Ruiz|0.9137012829823288
Aarón Irízar López|Braulio Manuel Fernández Aguirre|0.7346889373033164
Aarón Irízar López|Carlos Alberto Puente Salas|0.9175744371822803
Aarón Irízar López|Carlos Romero Deschamps|0.672960542241588
Aarón Irízar López|César Octavio Pedroza Gaitán|0.5219075284434762
Aarón Irízar López|Claudia Artemiza Pavlovich Arellano|0.9324618736383442
Aarón Irízar López|Daniel Amador Gaxiola|0.9601791333817478
Aarón Irízar López|David Penchyna Grub|0.8930041152263375
Aarón Irízar López|Diva Hadamira Gastélum Bajo|0.8366013071895425
Aarón Irízar López|Emilio Gamboa Patrón|0.9604212055192447
Aarón Irízar López|Enrique Burgos García|0.9420237230694747
Aarón Irízar López|Ernesto Gándara Camou|0.9460179133381748
Aarón Irízar López|Eviel Pérez Magaña|0.8620188816267248
Aarón Irízar López|Félix Arturo González Canto|0.8056160735899298
Aarón Irízar López|Francisco Salvador López Brito|0.5290486564996368
Aarón Irízar López|Gerardo Sánchez García|0.8663761801016703
Aarón Irízar López|Graciela Ortiz González|0.8817477608327281
Aarón Irízar López|Héctor Yunes Landa|0.7597434035342532
Aarón Irízar López|Hilda Esthela Flores Escalera|0.9030501089324618
Aarón Irízar López|Humberto Domingo Mayans Canabal|0.929435971919632
Aarón Irízar López|Isaías González Cuevas|0.8459210844831759
Aarón Irízar López|Ismael Hernández Deras|0.9245945291696925
Aarón Irízar López|Itzel Sarahí Ríos de la Mora|0.9178165093197773
Aarón Irízar López|Ivonne Liliana Álvarez García|0.9237472766884531
Aarón Irízar López|Javier Lozano Alarcón|0.5118615347373517
Aarón Irízar López|Jesús Casillas Romero|0.9638102154442024
Aarón Irízar López|Joel  Ayala Almeida|0.6189784555797627
Aarón Irízar López|Jorge Emilio González Martínez|0.8375695957395304
Aarón Irízar López|Jorge Luis Preciado Rodríguez|0.513919147906076
Aarón Irízar López|José Ascención Orihuela Bárcenas|0.8382958121520213
Aarón Irízar López|José Francisco Yunes Zorrilla|0.9353667392883079
Aarón Irízar López|José Rosas Aispuro Torres|0.6038489469862018
Aarón Irízar López|Juan Gerardo Flores Ramírez|0.8685548293391431
Aarón Irízar López|Juana Leticia Herrera Ale|0.9121278140885984
Aarón Irízar López|Lilia Guadalupe Merodio Reza|0.9095860566448801
Aarón Irízar López|Lisbeth Hernández Lecona|0.9515855725006052
Aarón Irízar López|Luis Armando Melgar Bravo|0.7645848462841927
Aarón Irízar López|Ma. del Rocío Pineda Gochi|0.9668361171629145
Aarón Irízar López|Manuel Cavazos Lerma|0.9274993948196563
Aarón Irízar López|Manuel Humberto Cota Jiménez|0.8723069474703462
Aarón Irízar López|Marcela Guerra Castillo|0.8002904865649964
Aarón Irízar López|Margarita Flores Sánchez|0.9640522875816994
Aarón Irízar López|María Cristina Díaz Salazar|0.8942144759138223
Aarón Irízar López|María Elena Barrera Tapia|0.9231420963447107
Aarón Irízar López|María Lucero Saldaña Pérez|0.823045267489712
Aarón Irízar López|Mely Romero Celis|0.9143064633260711
Aarón Irízar López|Miguel Ángel Chico Herrera|0.9061970467199225
Aarón Irízar López|Miguel Romo Medina|0.9644153957879448
Aarón Irízar López|Ninfa Salinas Sada|0.6440329218106996
Aarón Irízar López|Omar Fayad Meneses|0.8963931251512951
Aarón Irízar López|Óscar Román Rosas González|0.9426289034132171
Aarón Irízar López|Pablo Escudero Morales|0.8297022512708787
Aarón Irízar López|Patricio Martínez García|0.9061970467199225
Aarón Irízar López|Raúl Aarón Pozos Lanz|0.9255628177196805
Aarón Irízar López|Raúl Cervantes Andrade|0.9183006535947712
Aarón Irízar López|René Juárez Cisneros|0.9198741224885015
Aarón Irízar López|Ricardo Barroso Agramont|0.8858629871701768
Aarón Irízar López|Roberto Armando Albores Gleason|0.9173323650447833
Aarón Irízar López|Salvador Vega Casillas|0.5101670297748729
Aarón Irízar López|Teófilo Torres Corzo|0.7638586298717017
Adán Augusto López Hernández|Alejandro de Jesús Encinas Rodríguez|0.6520213023480997
Adán Augusto López Hernández|Ana Gabriela Guevara Espinoza|0.626240619704672
Adán Augusto López Hernández|Ángel Benjamín Robles Montoya|0.5102880658436214
Adán Augusto López Hernández|Armando Ríos Piter|0.550956184943113
Adán Augusto López Hernández|David Monreal Ávila|0.6742919389978214
Adán Augusto López Hernández|Fernando Enrique Mayans Canabal|0.6751391914790608
Adán Augusto López Hernández|Fidel Demédicis Hidalgo|0.5041152263374485
Adán Augusto López Hernández|Iris Vianey Mendoza Mendoza|0.5079883805374001
Adán Augusto López Hernández|Layda Sansores San Román|0.61280561607359
Adán Augusto López Hernández|Lorena Cuéllar Cisneros|0.5800048414427499
Adán Augusto López Hernández|Manuel Bartlett Díaz|0.6577099975792786
Adán Augusto López Hernández|Marco Antonio Blásquez Salinas|0.6417332365044783
Adán Augusto López Hernández|María de los Dolores Padierna Luna|0.616315662067296
Adán Augusto López Hernández|Mario Delgado Carrillo|0.6287823771483902
Adán Augusto López Hernández|Rabindranath Salazar Solorio|0.5933188090050835
Adán Augusto López Hernández|Raúl Morón Orozco|0.6498426531106269
Adán Augusto López Hernández|Víctor Manuel Camacho Solís|0.5198499152747519
Adolfo Romero Lainas|Ángel Benjamín Robles Montoya|0.555676591624304
Adolfo Romero Lainas|Angélica De la Peña Gómez|0.5006051803437425
Adolfo Romero Lainas|Armando Ríos Piter|0.6010651174049867
Adolfo Romero Lainas|Fidel Demédicis Hidalgo|0.5910191236988622
Adolfo Romero Lainas|Isidro Pedraza Chávez|0.5750423626240619
Adolfo Romero Lainas|Luis Sánchez Jiménez|0.5393367223432582
Adolfo Romero Lainas|Luz María Beristain Navarrete|0.6281771968046478
Adolfo Romero Lainas|María Alejandra Barrales Magdaleno|0.6232147179859598
Adolfo Romero Lainas|Miguel Barbosa Huerta|0.7141128056160736
Adolfo Romero Lainas|Raúl Morón Orozco|0.5336480271120794
Adolfo Romero Lainas|Zoé Robledo Aburto|0.5433309126119583
Adriana Dávila Fernández|Alonso Lujambio Irazábal|0.617526022754781
Adriana Dávila Fernández|Carlos Mendoza Davis|0.6397966594045026
Adriana Dávila Fernández|César Octavio Pedroza Gaitán|0.6243040426046962
Adriana Dávila Fernández|Daniel Gabriel Ávila Ruiz|0.5363108206245462
Adriana Dávila Fernández|Ernesto Javier Cordero Arroyo|0.6482691842168966
Adriana Dávila Fernández|Ernesto Ruffo Appel|0.5268700072621642
Adriana Dávila Fernández|Fernando Herrera Ávila|0.6445170660856936
Adriana Dávila Fernández|Fernando Torres Graciano|0.5525296538368434
Adriana Dávila Fernández|Fernando Yunes Márquez|0.5187605906560155
Adriana Dávila Fernández|Francisco de Paula Búrquez Valenzuela|0.5048414427499395
Adriana Dávila Fernández|Francisco Domínguez Servién|0.5365528927620431
Adriana Dávila Fernández|Francisco García Cabeza de Vaca|0.6138949406923263
Adriana Dávila Fernández|Francisco Salvador López Brito|0.7126603727910917
Adriana Dávila Fernández|Gabriela Cuevas Barron|0.5683853788428952
Adriana Dávila Fernández|Héctor Larios Córdova|0.5587024933430162
Adriana Dávila Fernández|Javier Lozano Alarcón|0.6239409343984508
Adriana Dávila Fernández|Jorge Luis Lavalle Maury|0.6336238198983297
Adriana Dávila Fernández|Jorge Luis Preciado Rodríguez|0.6459694989106753
Adriana Dávila Fernández|José María Martínez Martínez|0.5465988864681676
Adriana Dávila Fernández|José Rosas Aispuro Torres|0.6365286855482933
Adriana Dávila Fernández|Juan Carlos Romero Hicks|0.5704429920116194
Adriana Dávila Fernández|Laura Angélica Rojas Hernández|0.5649963689179376
Adriana Dávila Fernández|Luis Fernando Salazar Fernández|0.5783103364802711
Adriana Dávila Fernández|Luisa María Calderón Hinojosa|0.6074800290486565
Adriana Dávila Fernández|Maki Esther Ortiz Domínguez|0.5809731299927379
Adriana Dávila Fernández|María Lucero Saldaña Pérez|0.5453885257806826
Adriana Dávila Fernández|María Marcela Torres Peimbert|0.5728637133865893
Adriana Dávila Fernández|Mariana Gómez del Campo Gurza|0.6124425078673444
Adriana Dávila Fernández|Martín Orozco Sandoval|0.6235778261922053
Adriana Dávila Fernández|Raúl Gracia Guzmán|0.5158557250060518
Adriana Dávila Fernández|Roberto Gil Zuarth|0.6078431372549019
Adriana Dávila Fernández|Rosa Adriana Díaz Lizama|0.6065117404986686
Adriana Dávila Fernández|Salvador Vega Casillas|0.6195836359235052
Adriana Dávila Fernández|Silvia Guadalupe Garza Galván|0.6038489469862018
Adriana Dávila Fernández|Sonia Mendoza Díaz|0.6578310336480271
Adriana Dávila Fernández|Víctor Hermosillo y Celada|0.5213023480997337
Alejandro de Jesús Encinas Rodríguez|Ana Gabriela Guevara Espinoza|0.602638586298717
Alejandro de Jesús Encinas Rodríguez|Ángel Benjamín Robles Montoya|0.5213023480997337
Alejandro de Jesús Encinas Rodríguez|Angélica De la Peña Gómez|0.5596707818930041
Alejandro de Jesús Encinas Rodríguez|Armando Ríos Piter|0.5862987170176712
Alejandro de Jesús Encinas Rodríguez|David Monreal Ávila|0.696320503510046
Alejandro de Jesús Encinas Rodríguez|Fernando Enrique Mayans Canabal|0.8113047688211087
Alejandro de Jesús Encinas Rodríguez|Fidel Demédicis Hidalgo|0.6211571048172355
Alejandro de Jesús Encinas Rodríguez|Isidro Pedraza Chávez|0.5761316872427984
Alejandro de Jesús Encinas Rodríguez|Javier Corral Jurado|0.5213023480997337
Alejandro de Jesús Encinas Rodríguez|Layda Sansores San Román|0.5279593318809005
Alejandro de Jesús Encinas Rodríguez|Lorena Cuéllar Cisneros|0.7133865892035827
Alejandro de Jesús Encinas Rodríguez|Luis Sánchez Jiménez|0.7016460905349794
Alejandro de Jesús Encinas Rodríguez|Manuel Bartlett Díaz|0.7500605180343742
Alejandro de Jesús Encinas Rodríguez|Marco Antonio Blásquez Salinas|0.6206729605422416
Alejandro de Jesús Encinas Rodríguez|María de los Dolores Padierna Luna|0.8098523359961268
Alejandro de Jesús Encinas Rodríguez|Mario Delgado Carrillo|0.7016460905349794
Alejandro de Jesús Encinas Rodríguez|Miguel Barbosa Huerta|0.5237230694747035
Alejandro de Jesús Encinas Rodríguez|Rabindranath Salazar Solorio|0.6169208424110385
Alejandro de Jesús Encinas Rodríguez|Raúl Morón Orozco|0.6295085935608812
Alejandro de Jesús Encinas Rodríguez|Víctor Manuel Camacho Solís|0.6874848704914064
Alejandro de Jesús Encinas Rodríguez|Zoé Robledo Aburto|0.5826676349552167
Alejandro Tello Cristerna|Ana Lilia Herrera Anzaldo|0.9226579520697168
Alejandro Tello Cristerna|Angélica del Rosario Araujo Lara|0.9239893488259502
Alejandro Tello Cristerna|Arely Gómez González|0.8474945533769063
Alejandro Tello Cristerna|Armando  Neyra Chávez|0.8712176228516098
Alejandro Tello Cristerna|Arturo Zamora Jiménez|0.907286371338659
Alejandro Tello Cristerna|Blanca María del Socorro Alcalá Ruiz|0.8956669087388042
